[(-0.49742888994220974, -1.085573355975514, 0.5629475658553579), (0.04121748012470278, -0.8079461402218827, 1.0333078312061994), (-0.14033195695325815, -0.6597742811179776, 0.6802049004822903), (0.20831670401641952, -0.8985718785421454, 0.6869227483323226), (0.08773221666264436, -0.6131511956880109, 0.5816430169496987), (-0.12298446221159483, -0.727158191728372, 0.8669689634965149)],1658.017
[(0.08243252888568132, -0.5876286331021564, 0.8096655721130893), (0.4439900176172604, -1.10282517249914, 1.3277718772282643), (0.580354577454712, -1.3263928614855482, 0.7002751846010133), (0.27100212499161147, -1.0913920159475274, 1.415345159242968), (-0.28307738927709697, -0.5885565924671069, 0.932259148158929), (0.49538483586514465, -0.4369305943020896, 1.3131926326994314)],5.063
[(-0.17215566339783295, -1.0287591527520565, 0.9160199927014483), (-0.04520022286056247, -1.1120536608958203, 0.693154441659543), (0.2863048882632631, -1.1232172404296303, 1.3418182476401062), (-0.6249911855497232, -1.071277055705815, 0.6920531152646221), (-0.37255887117637293, -1.3462508049249036, 0.7044474432925842), (-0.7972991401613855, -1.2352771499649762, 1.07821283807196)],1.661
[(-0.40841602233473173, -0.7459501568371772, 1.1316725088082653), (0.0035535760702162245, -0.8762456119787047, 1.0581260967978006), (0.4522032399286189, -0.9948833984999825, 1.1233529604827133), (-0.5183222284882335, -1.4258626366208997, 0.9127294961297583), (-0.45327693652681716, -0.864598927695611, 0.8045745964334978), (0.8495035131048021, -0.8426406064015574, 1.2464108321191438)],1485.227
[(-0.23923067170078172, -0.9202370087731616, 0.9333282702302983), (0.18037560594656166, -0.8566296271835341, 0.48193727875922154), (0.07891177222846751, -0.8256990240560261, 0.5848752244792681), (0.6414858474076875, -0.7834492274651483, 0.8884658913731953), (0.11259423030453353, -0.841483373763979, 0.9767553123398897), (-0.36912020074442164, -0.8368220941947772, 1.3383288139969047)],1.661
[(0.8691910532304125, -1.5131203622157257, 1.1574254193591333), (0.5724798107846584, -1.467745580384308, 0.8458050146659443), (0.10154996430375027, -1.0168044108672107, 0.6613026996214899), (-0.4192830012576943, -0.715591680252746, 1.2106713985751003), (0.7268623025957045, -0.976519470504459, 1.3476084668194561), (0.018662199296833906, -0.7594835515413514, 1.2465637025278256)],17442.927
[(0.1322615511901515, -1.161242596988202, 0.7798169280320741), (-0.06702791589597662, -0.8790388318935056, 1.2619768566116956), (0.17681363370579598, -1.1075642517564421, 1.3637689864623195), (-0.3259872427757454, -0.8003055164023891, 1.4004687911980978), (-0.11349172626641485, -0.7148638956188657, 1.4651657543294492), (-0.41711610677571687, -1.365352256107556, 1.3783868180220438)],1.661
[(0.4862209774546597, -0.915718942240157, 0.7163078607715796), (0.7313200451826503, -0.9838415414351112, 1.5139601657265), (-0.15548708570245873, -0.8956012454001595, 0.5309763090747054), (-0.16114895639726362, -1.0197554176925994, 1.7531313135429754), (0.669098770030922, -0.5597189604418313, 0.7532503456791871), (0.28646954622186793, -0.6177010379856639, 1.3244259995819117)],1.661
[(0.4594814733824905, -1.1346599439752647, 0.817541077291195), (0.13081344832114078, -1.1813112705395792, 0.8929118164898426), (0.02243262056716238, -1.0658261129059876, 0.6630776808110455), (0.5645742615255802, -1.5947881288701105, 0.9187543149306594), (-0.30565273193825154, -0.8540771600109696, 1.2366300292736372), (0.34857291141193647, -1.4398194699526985, 0.41160524764004414)],1.661
[(-0.31735923788400155, -0.9707555205091962, 1.1056411632109828), (0.1780086959690863, -1.0561380436519672, 1.513707736186448), (-0.4405386651472102, -1.1183019888869714, 1.0302448598928986), (-0.35913922313956353, -1.4857995668103012, 0.19306713899453332), (0.16985395154632246, -1.6309881209716202, 1.5657860097184482), (0.007512915156374783, -0.5461663448819967, 0.9538541344729901)],1315.766
[(0.3416435535590602, -1.0578409108190563, 0.5799672773575919), (0.3573135144786524, -0.8634592722241989, 1.0525370661879812), (-0.04849376712039547, -1.7843235682583212, 0.7740642664410056), (0.4354099966813175, -1.0695472749999282, 0.826887641943808), (-0.06186786080123691, -0.5352269648108343, 0.7653247087482253), (0.3725143457882776, -1.3855457203162025, 0.9495806672524616)],1.661
[(0.03447922880886662, -0.6616630018848773, 1.0521423631880262), (0.8740701353574183, -0.7420090813252449, 0.7318917732558579), (-0.4311747690198324, -0.9471155912089775, 1.2058579699402237), (-0.6123691780958924, -0.9718030097730137, 1.2911883290443205), (0.272465495872775, -0.6047702477283534, 1.1455490360450429), (0.2991083089962675, -0.8280898234609084, 1.0919259257870353)],1.661
[(-0.034337464659490516, -1.0354437523840276, 0.889799131343556), (0.6049123553990073, -1.20422124925646, 1.4009387288548627), (0.04156779868929801, -1.4050845778527106, 1.549388083303528), (-0.03399056762478526, -1.0988539466988319, 1.045250442306675), (-0.4363028761125636, -1.5048798397808136, 0.7578083116088499), (-0.2816739315880879, -1.03238541298051, 0.6684092559333855)],1.661
[(0.28621137187563545, -0.9419088639661546, 1.3492279147058064), (-0.09485843858271925, -1.2970463733314517, 1.5477741781038876), (-0.06537830852257723, -0.9929843240531684, 1.151869184344947), (-0.3696325133867342, -1.0163763001875157, 0.7249342675992978), (0.8000820749726938, -0.6597878819045682, 0.576840737137798), (-0.6730062349045938, -0.743658357994875, 1.0738026888554941)],1.661
[(0.07368625401780587, -0.6026169066645499, 0.966046925396455), (0.15752436761560207, -0.8406653606157325, 0.8980496294611338), (-0.12108997399344683, -0.9471320931744679, 0.5595609222761577), (0.6070961232609924, -1.6505842767451344, 0.6273445820237811), (-0.2138870004745339, -0.8774500358338723, 0.5419622537651059), (-0.35767107736785064, -1.6769631328439165, 0.9510206940906377)],3.432
[(0.6021606462794515, -1.142373070067741, 0.6320526934072219), (0.02338112944638221, -1.072033232622226, 0.8080084564378195), (-0.14652772728998434, -0.527367701775037, 1.1738976281765432), (0.04551023376504992, -0.7487644643088291, 0.6058796457027005), (-0.2585565916463725, -1.1359357016123117, 1.318246543634932), (0.04452449071022208, -1.2485204914865748, 0.9786850142231124)],7652.949
[(0.2974652180253905, -1.5319350400546283, 1.311932885737062), (-0.4612802199820466, -1.5629295022098777, 0.8122577625832965), (0.6815859446723029, -0.40217184623745306, 0.6299533651997047), (-0.23467315424690743, -1.0562210248624924, 1.4911033470953565), (0.18278125414392055, -1.0693382630693913, 0.7477523999756928), (0.05494263718706216, -0.9308205367021974, 1.1612837611728464)],1.661
