[(1.08, -1.0, 10.0), (0.4, -1.0, 1.0), (0.01, -1.0, 1.0), (0.0, -1.0, 1.0), (0.0, -1.0, 1.0), (0.0, -1.0, 1.0)],0.993
[(2.0124112069036677, -1.0579201971498384, 9.547869811298506), (-0.1499538380724459, -1.3285597896141887, 0.6942596502480649), (-0.28852271641858923, -1.2519147682755816, 0.9038287802883539), (-0.3399692486104429, -1.1623457827974688, 0.9316497084874219), (-0.2740291860754382, -0.7827636229052688, 0.9189624486121108), (0.10323123896604501, -1.0073017919552019, 0.8582387186324933)],2087.408
[(0.24504932965151427, -0.7208596362926808, 9.23096073005537), (0.0903055845248465, -0.8909254105512028, 0.9955387307809319), (0.3583635350778699, -0.537367493265481, 0.8044625776937816), (0.07589625351271356, -0.8210472572534692, 0.9518718088112499), (0.7479599785837382, -0.8868816472479031, 0.7675603829358599), (-0.0009618748932751557, -0.7144176157191953, 0.7684432761190163)],0.992
[(1.0306571985334667, -1.1562052046539422, 10.36301818855321), (0.15875615638793886, -1.3596353832728332, 1.154976005643998), (-0.40153408918246425, -1.070856337279166, 1.142132407547168), (-0.526007109610331, -0.8173595681831971, 1.0440058761592745), (0.29724868380256636, -0.8767695443743928, 1.5172728517866845), (0.16781846810481954, -0.56769814870415, 0.678818593630226)],0.993
[(2.371715837812493, -0.6579543697225947, 10.100747071410062), (0.20059617633897764, -0.798093096443512, 1.193515426302369), (-0.6237883004476986, -0.5512717581411611, 1.1239159319117502), (-0.28375826961607387, -1.1547497014733352, 0.7725237131373428), (-0.5021695543687049, -0.9712989438055809, 0.7420596797508099), (0.3015001044465193, -0.9733971506488387, 0.6593274255985893)],3650.113
[(0.8150571976594476, -0.4525764144985912, 9.873531383062176), (0.4333993661447401, -1.2796393215286668, 1.1224185605502708), (-0.11256888398054772, -1.1504485271886962, 1.4654667952603209), (0.09493873740077241, -0.6808397127608183, 0.824355690269316), (-0.04869727199553265, -0.9418582551745935, 0.7946802741615366), (-0.22604117823175196, -1.7203867371647141, 1.015857173493608)],0.993
[(1.8891561737269627, -1.286001313438704, 9.590485998350662), (0.15837062639808996, -1.451039577196405, 0.866368088460354), (-0.03104261012416635, -1.2783140015239436, 1.3262689242108576), (0.3273310980587805, -1.1825181162450649, 0.9749949279666956), (0.24885649784049316, -0.6864217882199724, 0.8588918028948456), (-0.17317207211775326, -0.9864067638011288, 0.5984194154903673)],1953.588
[(1.9038161219159324, -0.7840456140239715, 9.889138623318741), (-0.05230946161372518, -0.5560836142638479, 1.1937935158222217), (-0.5887532935529928, -0.9281962290510618, 0.918999150937345), (0.01357792904454709, -1.4174033612407961, 0.2681221575662397), (0.04626145923675984, -0.9990284304849314, 0.4755270957787049), (-0.383158844818251, -0.4443834819728014, 1.5123512220382263)],2167.575
[(-0.9018390520805113, -1.2143490121234897, 10.475742334776664), (0.14682915775777167, -1.5455501935651315, 1.0264463469979948), (0.4614897348272573, -0.8944236856750623, 0.9627298131303397), (0.1819706796716789, -1.431013115986739, 1.1720533090983396), (-0.3753272069248182, -1.5634264564805493, 0.7493754395908505), (0.594766481613207, -0.6910887118165399, 1.6873275813815949)],583.685
[(2.151284015393877, -1.0592651195926188, 10.423298527364944), (0.30684265798917315, -0.9639450231214369, 0.2749983752373947), (-0.15557752436121408, -1.3618937340435162, 1.051799590136921), (-0.0484415100555805, -0.7915032326818792, 0.8856874384638788), (0.2923631190126847, -1.8479558335712212, 1.010020826982467), (-0.13785765299971614, -1.722860724863295, 0.8485679009585495)],2906.118
[(-0.7483411326197671, -1.031631687781158, 9.743662783525025), (-0.12434160934841576, -1.074633791267302, 0.8013398526781595), (-0.1684855868554788, -1.1174597818030487, 0.42327455316942764), (0.4877376628083074, -0.8045055821794332, 1.1809080897193651), (0.14027419376067057, -1.0265488080180702, 1.2323080194460243), (0.560474264317746, -1.5767296857949484, 0.6606395344799314)],0.993
