14:09:40	52	819
14:09:50	52	849
14:10:00	53	849
14:10:10	53	848
14:10:21	53	848
14:10:31	53	848
14:10:41	53	848
14:10:51	53	848
14:11:01	53	848
14:11:11	53	848
14:11:21	53	848
14:11:31	53	848
14:11:42	53	848
14:11:52	53	848
14:12:02	54	847
14:12:12	55	846
14:12:22	55	846
14:12:32	55	846
14:12:42	56	845
14:12:52	56	845
14:13:02	56	845
14:13:13	58	844
14:13:24	58	843
14:13:34	61	842
14:13:44	62	839
14:13:55	65	836
14:14:05	65	836
14:14:15	65	836
14:14:25	65	836
14:14:35	65	836
14:14:45	66	835
14:14:55	66	835
14:15:05	67	834
14:15:16	67	834
14:15:26	67	834
14:15:36	68	833
14:15:46	69	832
14:15:56	70	831
14:16:06	70	831
14:16:16	70	831
14:16:27	70	831
14:16:37	70	831
14:16:47	71	830
14:16:57	72	829
14:17:07	73	829
14:17:18	73	828
14:17:28	73	828
14:17:38	74	827
14:17:48	75	827
14:17:58	75	826
14:18:08	75	826
14:18:18	75	826
14:18:28	75	826
14:18:38	76	825
14:18:49	76	825
14:18:59	76	825
14:19:10	80	823
14:19:20	80	821
14:19:30	81	820
14:19:41	82	819
14:19:51	82	819
14:20:01	83	818
14:20:11	85	816
14:20:21	86	815
14:20:31	87	814
14:20:41	87	814
14:20:51	88	813
14:21:01	88	813
14:21:11	88	813
14:21:22	88	813
14:21:32	89	812
14:21:42	89	812
14:21:52	89	812
14:22:02	90	811
14:22:12	91	810
14:22:22	92	809
14:22:32	93	808
14:22:42	93	808
14:22:52	94	807
14:23:03	94	807
14:23:13	97	806
14:23:23	97	804
14:23:34	99	803
14:23:44	101	801
14:23:54	102	799
14:24:04	105	823
14:24:14	105	843
14:24:24	107	843
14:24:35	107	844
14:24:45	107	844
14:24:55	109	844
14:25:05	116	836
14:25:15	117	835
14:25:25	117	834
14:25:35	117	834
14:25:46	117	834
14:25:56	117	834
14:26:06	117	834
14:26:16	117	834
14:26:26	117	834
14:26:36	117	834
14:26:46	117	834
14:26:57	117	834
14:27:07	117	834
14:27:17	117	834
14:27:27	117	834
14:27:37	117	834
14:27:47	117	834
14:27:57	117	834
14:28:07	117	834
14:28:18	117	834
14:28:28	117	834
14:28:38	117	834
14:28:48	117	834
14:28:58	117	834
14:29:08	117	834
14:29:18	117	834
14:29:28	117	834
14:29:39	117	834
14:29:49	117	834
14:29:59	117	834
14:30:09	117	834
14:30:19	117	834
14:30:29	118	833
14:30:39	118	833
14:30:50	118	833
14:31:00	118	833
14:31:10	118	833
14:31:20	118	833
14:31:30	118	833
14:31:40	119	832
14:31:50	119	832
14:32:00	119	832
14:32:10	119	832
14:32:20	120	831
14:32:31	120	831
14:32:41	121	831
14:32:51	124	828
14:33:01	126	825
14:33:11	129	824
14:33:21	131	820
14:33:32	131	820
14:33:42	131	820
14:33:52	131	820
14:34:02	131	820
14:34:12	131	820
14:34:22	131	820
14:34:33	131	820
14:34:43	131	820
14:34:53	131	820
14:35:03	131	820
14:35:13	132	819
14:35:23	132	819
14:35:33	132	819
14:35:48	132	819
14:35:58	132	819
14:36:09	132	819
14:36:19	132	819
14:36:29	132	819
14:36:39	132	819
14:36:49	132	819
14:36:59	132	819
14:37:09	133	818
14:37:19	133	818
14:37:30	133	818
14:37:40	133	818
14:37:50	133	818
14:38:00	134	817
14:38:10	134	817
14:38:20	134	817
14:38:30	134	817
14:38:40	134	817
14:38:50	134	817
14:39:00	134	817
14:39:11	134	817
14:39:21	134	817
14:39:31	134	817
14:39:41	134	817
14:39:51	134	817
14:40:01	134	817
14:40:11	134	817
14:40:22	134	817
14:40:32	134	817
14:40:42	134	817
14:40:57	134	817
14:41:07	134	817
14:41:17	135	817
14:41:27	136	815
14:41:37	136	815
14:41:47	136	815
14:41:57	136	815
14:42:07	136	815
14:42:18	138	813
14:42:28	138	813
14:42:38	141	810
14:42:48	142	809
14:42:58	142	809
14:43:08	142	809
14:43:18	142	809
14:43:28	142	809
14:43:39	144	809
14:43:49	146	806
14:44:00	151	801
14:44:10	152	834
14:44:20	153	837
14:44:30	153	848
14:44:40	153	848
14:44:50	153	848
14:45:00	153	848
14:45:10	154	847
14:45:21	154	847
14:45:31	154	847
14:45:41	155	846
14:45:51	155	846
14:46:01	156	845
14:46:11	156	845
14:46:21	156	845
14:46:31	156	845
14:46:41	157	844
14:46:52	158	843
14:47:02	159	842
14:47:12	160	842
14:47:22	160	841
14:47:32	160	841
14:47:42	162	841
14:47:52	163	838
14:48:02	163	838
14:48:12	163	838
14:48:22	164	837
14:48:33	164	837
14:48:43	165	836
14:48:53	165	836
14:49:03	165	836
14:49:13	165	836
14:49:23	165	836
14:49:33	166	835
14:49:44	166	835
14:49:54	166	835
14:50:04	166	835
14:50:14	166	835
14:50:24	168	833
14:50:35	169	833
14:50:45	169	832
14:50:55	169	832
14:51:05	170	831
