13:23:00	0	123
13:23:10	0	138
13:23:20	0	170
13:23:30	0	305
13:23:40	0	306
13:23:50	0	309
13:24:00	0	323
13:24:10	0	325
13:24:20	0	336
13:24:30	0	351
13:24:41	0	357
13:24:51	0	378
13:25:01	0	391
13:25:11	0	397
13:25:21	0	451
13:25:31	0	456
13:25:41	0	463
13:25:51	0	467
13:26:01	0	481
13:26:11	0	489
13:26:21	0	496
13:26:31	0	499
13:26:42	0	500
13:26:52	0	502
13:27:02	0	513
13:27:12	0	558
13:27:22	0	601
13:27:32	0	613
13:27:42	0	627
13:27:52	0	644
13:28:02	0	663
13:28:12	0	673
13:28:22	0	676
13:28:32	0	682
13:28:43	0	691
13:28:53	0	701
13:29:03	0	751
13:29:13	0	753
13:29:24	0	753
13:29:34	0	753
13:29:44	0	801
13:29:55	0	801
13:30:05	0	801
13:30:15	0	801
13:30:25	0	801
13:30:35	0	801
13:30:45	0	801
13:30:55	0	801
13:31:05	0	801
13:31:15	0	801
13:31:25	0	801
13:31:35	0	801
13:31:45	0	801
13:31:56	0	801
13:32:06	0	801
13:32:16	0	801
13:32:26	0	801
13:32:36	0	801
13:32:46	0	801
13:32:56	0	801
13:33:06	0	801
13:33:16	0	801
13:33:27	0	801
13:33:37	0	801
13:33:47	0	801
13:33:57	0	801
13:34:07	0	801
13:34:17	0	801
13:34:27	0	801
13:34:37	0	801
13:34:48	0	801
13:34:58	0	801
13:35:08	0	801
13:35:18	0	801
13:35:28	0	801
13:35:38	0	801
13:35:48	0	801
13:35:59	0	801
13:36:09	0	801
13:36:19	0	801
13:36:29	0	801
13:36:39	0	801
13:36:49	0	801
13:36:59	0	801
13:37:09	0	801
13:37:19	0	801
13:37:29	0	801
13:37:39	0	801
13:37:50	0	801
13:38:00	0	801
13:38:10	0	801
13:38:20	0	801
13:38:30	0	801
13:38:40	0	801
13:38:50	0	801
13:39:00	0	801
13:39:10	0	801
13:39:21	0	801
13:39:31	0	801
13:39:41	0	801
13:39:51	0	801
13:40:01	0	801
13:40:11	0	801
13:40:21	0	801
13:40:31	0	801
13:40:42	0	801
13:40:52	0	801
13:41:02	0	801
13:41:12	0	801
13:41:22	0	801
13:41:32	0	801
13:41:42	0	801
13:41:52	0	801
13:42:02	0	801
13:42:12	0	801
13:42:23	0	801
13:42:33	0	801
13:42:43	0	801
13:42:53	0	801
13:43:03	0	801
13:43:13	0	801
13:43:23	0	801
13:43:34	0	801
13:43:44	0	801
13:43:54	0	801
13:44:04	0	801
13:44:14	0	801
13:44:25	0	801
13:44:35	0	801
13:44:45	0	801
13:44:55	0	801
13:45:05	0	801
13:45:15	0	801
13:45:25	0	801
13:45:35	0	801
13:45:46	0	801
13:45:56	0	801
13:46:06	0	801
13:46:16	0	801
13:46:26	0	801
13:46:36	0	801
13:46:46	0	801
13:46:57	0	801
13:47:07	0	801
13:47:17	0	801
13:47:27	0	801
13:47:37	0	801
13:47:48	0	801
13:47:58	0	801
13:48:08	0	801
13:48:18	0	801
13:48:28	0	801
13:48:38	0	801
13:48:48	0	801
13:48:58	0	801
13:49:09	0	801
13:49:19	0	801
13:49:29	0	801
13:49:39	0	801
13:49:49	0	801
13:49:59	0	801
13:50:09	0	801
13:50:19	0	801
13:50:30	0	801
13:50:40	0	801
13:50:50	0	801
13:51:00	0	801
13:51:10	1	800
13:51:20	1	800
13:51:31	1	800
13:51:41	1	800
13:51:51	1	800
13:52:01	1	800
13:52:14	1	800
13:52:25	1	800
13:52:36	2	799
13:52:47	2	811
13:52:57	3	833
13:53:08	4	842
13:53:18	5	846
13:53:29	6	845
13:53:39	6	845
13:53:49	7	844
13:53:59	7	844
13:54:10	8	843
13:54:20	9	842
13:54:30	11	841
13:54:40	11	840
13:54:50	11	840
13:55:01	11	840
13:55:11	11	840
13:55:21	11	840
13:55:31	11	840
13:55:41	11	840
13:55:52	11	840
13:56:02	11	840
13:56:12	12	839
13:56:22	12	839
13:56:33	14	838
13:56:43	15	837
13:56:54	16	836
13:57:04	16	835
13:57:14	16	835
13:57:24	16	835
13:57:34	16	835
13:57:44	17	834
13:57:54	17	834
13:58:05	19	833
13:58:15	20	831
13:58:25	22	829
13:58:35	22	829
13:58:45	22	829
13:58:56	23	829
13:59:06	23	828
13:59:16	23	828
13:59:26	23	828
13:59:36	23	828
13:59:46	24	827
13:59:56	24	827
14:00:06	25	827
14:00:16	25	826
14:00:27	25	826
14:00:37	25	826
14:00:47	25	826
14:00:57	27	826
14:01:07	30	823
14:01:17	31	820
14:01:27	31	820
14:01:38	31	820
14:01:48	31	820
14:01:58	33	818
14:02:08	33	818
14:02:19	35	817
14:02:29	35	816
14:02:39	36	815
14:02:49	36	815
14:02:59	37	814
14:03:14	39	812
14:03:24	39	812
14:03:35	39	812
14:03:45	39	812
14:03:55	40	811
14:04:05	40	811
14:04:15	40	811
14:04:25	42	809
14:04:35	42	809
14:04:45	42	809
14:04:55	42	809
14:05:05	42	809
14:05:16	42	809
14:05:26	42	809
14:05:36	42	809
14:05:46	43	809
14:05:57	44	807
14:06:07	45	806
14:06:17	46	806
14:06:28	46	805
14:06:38	46	805
14:06:48	48	804
14:06:58	48	803
14:07:08	48	803
14:07:18	49	802
14:07:28	50	801
14:07:38	50	801
14:07:48	50	801
14:07:58	50	801
14:08:08	50	801
14:08:19	50	801
14:08:29	50	801
14:08:39	50	801
14:08:49	50	801
14:09:00	50	801
14:09:10	50	801
14:09:20	52	799
14:09:30	52	799
